quality_net_profit_to_total_revenue,quality_DECM,quality_ROE,quality_ROA,quality_ACCA,quality_GMI,stock_net_asset_per_share,stock_net_operate_cash_flow_per_share,stock_eps,stock_retained_earnings_per_share,stock_cashflow_per_share,stock_market_cap,growth_PEG,growth_net_profit_growth_rate,growth_total_revenue_growth_rate,growth_net_asset_growth_rate,growth_net_operate_cashflow_growth_rate,emotional_VOL20,emotional_DAVOL20,emotional_VOSC,emotional_VMACD,emotional_ATR14,risk_Variance60,risk_sharpe_ratio_20,risk_Kurtosis60,risk_Skewness60,risk_sharpe_ratio_60,momentum_ROC60,momentum_Volume1Q,momentum_TRIX30,momentum_Price1Q,momentum_PLRC36,technical_MAC60,technical_boll_up,technical_boll_down,technical_MFI42,ticker,date
0.18917311124330755,0.49412455934195065,0.05276256844201095,0.02669128756085278,-0.009484639919422527,-0.003706046868185764,20.782758620689656,1.486206896551724,1.12,3.1586206896551725,1.486206896551724,37789900000.0,0.9256198347107439,0.905982905982906,0.9882422104644327,1.0218718209562563,-0.10395010395010396,,,,0.0,,,,,,,,,,,,0.0,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,-1347.582264957251,,,,,,,,,-0.0012803901251239314,,,-0.008226495726503913,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,-2979.9989816006273,,,,,,,,,-0.0009838084046587259,,,-0.012431886736052888,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,-3801.1891350166406,,,,,,,,,-0.0006794196009538567,,,-0.007478548872526858,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,-7608.563684730558,,,,,,,,,-0.0005404049183077575,,,-0.011013644410994061,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,-3889.487444478087,,,,,,,,,-0.0004561478283476861,,,-0.013377038639163175,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,5102.043418407906,,,,,,,,,-0.0003939463320172809,,,-0.013999525698309867,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,17430.272788083646,,,,,,,,,-0.0003327009234034284,,,-0.008610536145823744,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,53208.24650999927,,,,,,,,,-0.0002418090157572106,,,0.017535693185635637,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,54827.679715413135,,,,,,,,,-0.0001579664092339339,,,0.032840212623597154,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,48829.85533022974,,,,,,,,,-0.0001140819912623936,,,0.018591428494843854,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,48110.16736892681,,,,,,,,,-8.985958452234488e-05,,,0.00936560415210863,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,38261.674475573236,,,,,,,,,-8.446107917481349e-05,,,-0.008465863392459028,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,30085.82382284105,1.9150000000000023,,,,,,,,-7.11406511189061e-05,,,0.004688922830496267,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,26905.27121716086,2.026428571428574,,,,,,,,-5.1303481576225884e-05,,,0.021076459142605586,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,25592.115576926153,2.0914285714285725,,,,,,,,-4.8302612818740265e-05,,,-0.005002900388234366,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,17748.78942657984,2.1428571428571437,,,,,,,,-5.0764223337496084e-05,,,-0.016971989401625365,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,23849.25670050457,2.1578571428571434,,,,,,,,-7.377038259237523e-05,,,-0.071629353018281,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,,,12528.782274648082,2.176428571428571,,,,,,,,-0.00010389586982872956,,,-0.10571798089736717,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,,1602742.95,,9547.430537911365,2.218571428571429,,,,,,,,-0.0001462730518617672,,,-0.16250567741076338,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.010214206791521267,1624172.95,,10896.38108091522,2.2357142857142853,,-2.117727997632418,,,,,,-0.00018975690409139823,,,-0.19418383860553945,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.010216905233625253,1655507.5,,12376.217274782015,2.29642857142857,,-2.0379919003705984,,,,,,-0.0002284706313298024,,,-0.20739806085965995,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.010694399209893695,1794059.2,,50310.316251959885,2.4378571428571405,,-1.8782116774625581,,,,,,-0.000255348168829328,,,-0.19072609977796162,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.011870148502475045,1793090.35,,32516.654313953593,2.415714285714284,,-1.8149844221707536,,,,,,-0.00028576107180589005,,,-0.22709433314783212,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01187933488673117,1899535.35,,51478.47634098283,2.5735714285714275,,-1.7854141510014434,,,,,,-0.0003165496498961362,,,-0.25404272023514807,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.011912665362412552,2117434.05,,118672.50829597679,3.0264285714285686,,-1.7679483075008935,,,,,,-0.0003453028077147202,,,-0.2713195818263472,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012749387656021075,2196847.4,,134768.4600803957,2.9807142857142828,,-1.7387285450266643,,,,,,-0.0003814249341769216,,,-0.332878788434428,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012848894629240768,2231530.0,,139665.76243176218,3.1385714285714266,,-1.7846335509498459,,,,,,-0.00042685651595109064,,,-0.41239747969362384,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012816665425658898,2130260.0,,126656.72452130727,3.153571428571426,,-1.9172164893910213,,,,,,-0.0004859720599723616,,,-0.5253653653222585,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.013601502341096436,2124327.1,,117925.77880118601,3.2728571428571405,,-1.888761676502282,,,,,,-0.0005633863025971131,,,-0.6787845792793235,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01641340969468209,2117972.1,,100525.58199775615,3.1664285714285683,,-1.4084649526056616,,,,,,-0.0006392075744203751,,,-0.738531637922577,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016457095114392153,2102089.5,,86386.38955484354,3.144999999999997,,-1.397274692769927,,,,,,-0.0007107637322404381,,,-0.7828703068308442,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016452020298778913,2100167.45,,67521.8911472424,3.142857142857141,,-1.383633768182859,,,,,,-0.0007778354136461774,,,-0.8234826731884368,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.015931225600652955,2084842.45,,45101.141977531835,3.132142857142855,,-1.4964399755856912,,,,,,-0.0008423377474185978,,,-0.8734624843638983,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.015878862856709627,2092956.75,,38984.3008907265,3.21285714285714,,-1.5110082640399738,,,,,,-0.0009035480628418746,,,-0.917771430842464,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.015581934964537891,2113317.7,,40197.391083399765,3.2542857142857122,,-1.4515425286549084,,,,,,-0.0009584674005538307,,,-0.9401406466705993,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016368936505576914,2156187.85,,42330.58160952758,3.37642857142857,,-1.3340091822670896,,,,,,-0.0010004015943639866,,-0.03292120291445122,-0.9113264933660474,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01564579588890854,2104180.9,,20415.025839318987,3.4464285714285694,,-1.3232464925464085,,,,,,-0.0010311357006459465,,-0.02500686221616466,-0.8829147676793525,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016090871990612876,2105429.4,,2735.2069572149776,3.3542857142857128,,-1.3677612994345532,,,,,,-0.0010587040297832528,,-0.025308747286909794,-0.9019194727775215,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016224656111578716,2097728.5,,-8792.0874463371,2.999285714285714,,-1.3661349898934223,,,,,,-0.0010883148041043178,,-0.03247380878289807,-0.95688405840977,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01619954415210538,2069695.95,,-23138.727804308757,2.9357142857142855,,-1.4366922572119618,,,,,,-0.0011228491920390882,,-0.03061925193457038,-1.0364501015448582,,,,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01627993738710118,2060636.25,,-27626.115824185777,2.798571428571427,,-1.5021397569839687,,,,,,-0.0011653835524313427,,-0.03339253575826462,-1.1456279994353764,,,48.708124300763686,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01666086847965907,1987214.6,,-15730.710166371427,2.6507142857142836,,-1.597683590051895,,,,,,-0.0012219426792962063,,-0.037585318981757654,-1.3113210391810952,,,47.4141628495737,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01618743244401069,2009123.45,,-24193.273233648157,2.517857142857142,,-1.5722813224997256,,,,,,-0.0012886269603405998,,-0.044652459387558796,-1.4617782295506032,,,48.986327975156115,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01609328310311273,1925038.45,,-37152.389113012934,2.6799999999999997,,-1.599523145774069,,,,,,-0.001363015577556026,,-0.060931824531992196,-1.6045910775687133,,,50.34174456357298,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01939840655448773,1702609.3,,-50445.73242753814,2.6464285714285714,,-1.223380536989571,,,,,,-0.0014303898326512021,,-0.0613459975904288,-1.6358569659439866,,,50.339628725305786,A,2020-12-31
,,,,,,,,,,,,,,,,,0.019085251324011464,1594773.95,,-62713.80491979886,2.6685714285714277,,-1.2218632296272214,,,,,,-0.001494593198909766,,-0.05048286515789069,-1.6932021267019195,,,50.17414937751266,A,2020-12-31
,,,,,,,,,,,,,,,,,0.019384875504201954,1497688.2,,-79808.65078267315,2.654285714285713,,-1.1346710659216905,,,,,,-0.0015509164330883562,,-0.054351118304606705,-1.7086364395237865,,,49.87560466348677,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01897895335985284,1456603.2,,-90125.82577095577,2.5849999999999986,,-1.0915464230623915,,,,,,-0.0015981693367698169,,-0.051458131079511915,-1.7066953350001484,,,50.34957051302339,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01856780676168072,1398900.4,,-103280.60924851382,2.4885714285714267,,-1.097002082646484,,,,,,-0.0016421251382728874,,-0.06858869757671249,-1.7462071808134993,,,51.2298260423558,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01650965207934725,1358875.4,,-117954.40197689831,2.222142857142855,,-1.322989829240602,,,,,,-0.001680382273158254,,-0.07426189340590494,-1.7620164843398953,,,48.94719575829783,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01645895368685676,1307868.0,,-134292.41521549015,2.1764285714285703,,-1.3418541746940422,,,,,,-0.0017134004307528539,,-0.05769854906452854,-1.7766108529141462,,,50.94174122938036,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016735963021387076,1291998.0,,-139777.51439645723,2.145714285714285,,-1.2826664568282165,,,,,,-0.0017381925001720422,,-0.06505854200495698,-1.7595310874235253,,,52.903454132349815,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016896955511052844,1273433.0,,-151906.8262912049,2.094285714285714,,-1.289109456879029,,,,,,-0.0017590707134763628,,-0.04593288655788663,-1.7731897450354097,,,50.98495409269675,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016893773240293418,1229127.1,,-158527.31163963606,2.0785714285714283,,-1.2958474128911948,,,,,,-0.001776701332043329,,-0.054580981328701816,-1.7891386214183456,,,50.54775300066329,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016807146408364674,1168660.65,,-164156.89275380038,2.0064285714285726,,-1.313813093019959,,,,,,-0.001790084404493797,,-0.04350824675705811,-1.792727183833648,,,48.83757772309546,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01593317518010254,1109943.7,,-167007.5958748469,2.0050000000000026,,-1.4510769499503067,,,,,,-0.0017993456242701988,,-0.053989312695780334,-1.793164700118993,,,48.25091898121324,A,2020-12-31
,,,,,,,,,,,,,,,,,0.015977048386264375,1093563.7,,-176330.04506641533,1.952142857142859,,-1.4384095560782217,,,,,,-0.0018038263868206394,,-0.06277931884727994,-1.7831709452325697,,,49.0582047801931,A,2020-12-31
,,,,,,,,,,,,,,,,,0.015764987607483044,1074675.4,,-183289.75405890332,1.7714285714285734,,-1.443739700178535,,,,,,-0.0018079095898836384,,-0.07815321737477432,-1.8093385379679177,,,47.465749064906724,A,2020-12-31
,,,,,,,,,,,,,,,,,0.015417171434902703,1072913.35,-268987.2666666666,-176149.81359763397,1.827142857142859,,-1.430653427616007,,,,,95467696.0,-0.001811841265250469,,-0.05793428190220207,-1.8373943945490652,122.08130202186754,100.39803131146579,48.13093293783362,A,2020-12-31
,,,,,,,,,,,,,,,,,0.015839704172980577,1068056.6,-509294.5,-175183.24795231107,1.8114285714285734,0.00019936220962512628,-1.4183810630698244,1.28374283607807,0.5990626409674766,-1.5904973450689013,-0.14229048864883112,95238510.0,-0.001820766678942598,-16.86,-0.06316620512073068,-1.9143162160344218,121.909314951271,100.00801838206235,48.25084268139245,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01590739491982926,1029627.65,-777996.8,-180630.2338184272,1.8535714285714309,0.0002033770699496136,-1.3136953686600823,1.079736456000085,0.5267898685987987,-1.5467365064091787,-0.12156060993270291,94915428.0,-0.0018294461930207229,-14.269999999999996,-0.0686620741774212,-1.9463591607961916,121.72302127701177,99.7186453896549,50.010609003076574,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01592931094115488,949740.0,-864756.6000000001,-187584.47210629517,1.817142857142859,0.000216518791371145,-1.3126018924566558,0.8873928578911903,0.4587004723060296,-1.5316780309621658,-0.14689072762944638,94620276.0,-0.0018451227733502495,-17.22,-0.051181316777074715,-2.0480473396886225,121.64179242523095,99.22587424143573,48.08187745262936,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016193066424449423,914825.0,-848746.2666666666,-193426.4274109779,1.767142857142859,0.0002191426364821532,-1.2517469004432442,0.7924374202536906,0.440618147082291,-1.514621604600534,-0.14096579818382415,94340776.0,-0.001862825393899703,-16.61,-0.0423091952986443,-2.109160872878064,121.44210000105886,98.87189999894113,47.09859633273071,A,2020-12-31
,,,,,,,,,,,,,,,,,0.0161858856245986,923895.0,-220622.93333333335,-182969.94181369315,1.7814285714285734,0.0002190766623641123,-1.2499468838598486,0.7913345901726596,0.4351045006545407,-1.5129952027668654,-0.13954479584008186,94969376.0,-0.0018821927344790934,-16.370000000000005,-0.02481290639185385,-2.169089910510621,121.25700155715586,98.51133177617749,49.24367758797088,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012613511943228158,904440.45,-852427.9333333333,-188740.09483367088,1.7357142857142864,0.0002193528759289033,-1.8030176319635776,0.7967182130901057,0.4582559722190927,-1.519973249320478,-0.1456095481670929,94489676.0,-0.0019040066280164858,-17.08,-0.0011876671385874227,-2.238644028041051,121.07186823334034,98.12713176665967,49.5415669988679,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012414845387952496,916170.45,-232663.93333333335,-178700.01812958694,1.72,0.00021952684866697299,-1.8068498634320436,0.807985343942098,0.483849631802666,-1.5280112230956449,-0.15216835647950924,94155836.0,-0.001928851423343203,-17.86,-0.03935311608714109,-2.3167835572079127,120.88038070375248,97.72328596291419,45.8973064920124,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012207205598606292,925904.5,-523089.56666666665,-176805.58934805728,1.7578571428571428,0.00022290650393309424,-1.9727831283253785,0.7616533114129908,0.5269582953837988,-1.5406998609483622,-0.17057225335371035,93102454.0,-0.0019599360657502896,-20.090000000000003,-0.04609393105810988,-2.430132531351262,120.70901282083898,97.22498717916105,39.15872972202165,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012166424790331988,930549.5,-348204.2333333334,-171622.9153151454,1.7421428571428572,0.0002203984340427729,-2.0594132278837103,0.9031133316245398,0.600763456946369,-1.5794438459329452,-0.19245599329421623,90348254.0,-0.0019986440809789396,-22.959999999999994,-0.04871511704134024,-2.5642489475237795,120.45236038034925,96.71630628631742,40.929349844931764,A,2020-12-31
,,,,,,,,,,,,,,,,,0.011990820861815176,943285.9,-340109.80000000005,-166834.7078316668,1.8342857142857139,0.00022185565039063758,-1.9891360441600667,0.8285668815325701,0.5690574150498893,-1.5645326135319355,-0.18542489703286544,89330268.0,-0.0020412347357816607,-22.060000000000002,-0.04555007309941528,-2.6697538521864885,120.1425841301004,96.29074920323293,44.49909963884038,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012693148658832745,947028.35,-628776.2833333334,-169740.84528200002,1.8207142857142853,0.00022686050706490168,-1.8388773043925712,0.6351986799256021,0.4942070759003455,-1.5115624177212805,-0.15881951552371196,88477517.0,-0.002081750119276027,-18.61999999999999,-0.048027805705348814,-2.720373626188916,119.84616211822093,95.96650454844574,47.09946987975576,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01268703665876344,961623.35,-529293.6166666667,-170121.471772352,1.8571428571428572,0.0002266541151828365,-1.854866438225589,0.6569811640112606,0.5159533920837449,-1.51916731368891,-0.16406848964988505,87431617.0,-0.002120804824771616,-19.260000000000005,-0.05789473684210533,-2.7753189172763513,119.52361272369194,95.64705394297474,48.284521231924124,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012768855463078954,1017775.6,692464.6499999999,-139259.60040299362,1.9192857142857147,0.0002305689809875591,-1.8380161340824932,0.5072892152439199,0.45974927538475197,-1.4861558450105157,-0.14870652732568101,88198821.0,-0.0021545707752962384,-17.36,-0.08039506172839495,-2.790566549866597,119.17306475180823,95.41893524819179,48.70832538067558,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012626384738423103,1043946.2,-220995.21666666656,-133733.8130214531,1.8871428571428572,0.0002257370306332795,-1.7987732558392793,0.6600872148560288,0.4912773333268364,-1.5160556574475124,-0.15935178933153282,88044433.0,-0.0021825255310187197,-18.88000000000001,-0.08391584226842819,-2.7951103184575885,118.65169124495335,95.31097542171332,48.11766561846662,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012695869503511417,1066895.05,-97310.96666666656,-125449.59874599287,2.0014285714285722,0.00022582071215772106,-1.7665530716848747,0.6563832608033148,0.4897538776674807,-1.5153005169123854,-0.1589933507280532,87779578.0,-0.0022040470757579422,-18.89,-0.06827382031297202,-2.7872635784928406,118.05459180307463,95.27840819692537,47.9793896071971,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01272426073842743,1073811.2,-398106.8500000001,-125552.37023163168,1.914285714285715,0.0002213453394327547,-1.7583793866815962,0.7187510846123093,0.4491318923079564,-1.5027739882260525,-0.13771477663230242,87115791.0,-0.0022183637104505882,-16.03,-0.05446482522710738,-2.7647136309881404,117.60928524763276,95.18938141903391,50.198716774468785,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012805930227764842,1084011.05,-242347.53333333344,-121559.2258555945,1.8992857142857156,0.0002211618340839161,-1.7844911926409635,0.7581180505666608,0.4965901032598753,-1.519877959257805,-0.15032903170669176,87002852.0,-0.002228420764358585,-17.590000000000003,-0.04354178994466762,-2.7642165435499066,117.10538888364785,95.10694444968549,47.02684541907179,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01277889092847516,1116991.05,-69645.21666666656,-113611.75845172466,1.8800000000000026,0.00021506636499882674,-1.8327853061264412,0.886008163277113,0.5097848693714198,-1.5252892656137462,-0.1381118881118882,86294713.0,-0.002236362562507921,-15.800000000000011,-0.029026246885425766,-2.7807753413794813,116.79075881852825,94.89490784813844,43.186301225393734,A,2020-12-31
,,,,,,,,,,,,,,,,,0.012490750735954435,1175384.35,481370.28333333344,-91701.30683598574,1.9000000000000026,0.00021377534606800442,-1.8157232764817337,0.9499071255523943,0.5347412490968113,-1.5377080530547498,-0.1439861050803301,87109783.0,-0.002241995407811337,-16.580000000000013,-2.448819668920965e-05,-2.792873545521104,116.39515302984074,94.73784697015924,42.514540673360415,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01251982452042004,1156998.3,-488126.71666666656,-96506.97791454569,1.96214285714286,0.0002119257562199533,-1.8267013725850145,0.996804849606079,0.5238968794322484,-1.536227526899972,-0.13778834301813692,86552803.0,-0.002246717330031678,-15.649999999999991,-0.0004519810930317947,-2.816499834361096,116.10302627275918,94.50830706057415,42.71918813731834,A,2020-12-31
,,,,,,,,,,,,,,,,,0.01313725810084736,1164377.6,-208443.3833333333,-93820.93787872186,1.9692857142857167,0.00022102265478249382,-1.7668441142146754,0.9160382250258102,0.5189975941649021,-1.5459915361191428,-0.16959064327485374,86042603.0,-0.002257100799667233,-19.429999999999993,0.0013060965746387598,-2.9060480495042498,115.81436343306457,94.14930323360208,42.803471152777746,A,2020-12-31
,,,,,,,,,,,,,,,,,0.013384170192357958,1211876.25,319853.28333333344,-77592.55722946394,2.117857142857145,0.00022670425370047544,-1.7222672651849413,0.7527422817238892,0.5035340736080489,-1.5143496375441468,-0.16054091539528428,86042803.0,-0.002267192521837491,-18.519999999999996,-0.04246301186135215,-2.9405658504812067,115.35718387068785,93.98914946264547,46.13242803835441,A,2020-12-31
,,,,,,,,,,,,,,,,,0.013603431198139415,1275906.05,588557.1166666667,-56365.26264822064,2.306428571428573,0.00023926268330850875,-1.4773833453280008,0.6213177211650698,0.5435336294364037,-1.457301211306664,-0.14764756201881954,84257213.0,-0.0022693084932228214,-17.260000000000005,-0.03088396147270278,-2.8958204465541115,114.65164804068311,94.1193519593169,49.51653568718191,A,2020-12-31
,,,,,,,,,,,,,,,,,0.015862027047221675,1312851.05,50233.5,-50493.57093388587,2.367857142857144,0.0002581169652448347,-1.1855731653093715,0.5904957028738215,0.6076958116959809,-1.3387762118491944,-0.0935226575510562,84735990.0,-0.0022547167454408656,-10.670000000000002,-0.0456605234791162,-2.752568245471494,114.15469883910632,94.26063449422702,52.72826988042909,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016693791749478076,1302728.5,-224138.31666666665,-52886.51994753932,2.3357142857142867,0.0002649880205250838,-1.1848267865249527,0.5109300726934565,0.6257021001916461,-1.346408228105583,-0.11569742020113678,83033239.0,-0.0022317801315935304,-13.22999999999999,-0.05249341783480577,-2.676610570249963,113.6005944873391,94.37373884599427,54.03030092987617,A,2020-12-31
,,,,,,,,,,,,,,,,,0.016688977488962423,1320459.55,-232148.7666666666,-57171.889703498455,2.280714285714287,0.00026499437667807697,-1.184537971297076,0.5383044265969209,0.655885856736738,-1.3564342178678221,-0.12434600627833976,78550186.0,-0.0022034418704589553,-14.260000000000005,-0.03612727484710698,-2.62117233747567,112.98526058369441,94.51373941630558,51.39090979964808,A,2020-12-31
